PLOT_BID,CROSS_GROUP,BREEDER_CODE,SOURCE,PEDIGREE,ORIGIN,CROSS_NAME,BARCODE,EL,FMATR,LNTH,MIC,SFC,STRN,UNIF,PLOT_BID1,SCW,LINT,FSW,LP,TRUN_OUT,BSW
P00000000879546252840757,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840757,7.7,88,1.224,5.33,6.2,36.7,86.6,P00000000879546252840757,87.3,30.5,54.6,35.84,34.94,44.2
P00000000879546252840758,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840758,6.7,88,1.298,5.09,5.2,35.4,85.5,P00000000879546252840758,103.4,41,60,40.59,39.65,49.8
P00000000879546252840759,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840759,6.4,89,1.231,5.21,6,36.2,85.7,P00000000879546252840759,90,34.7,53.5,39.34,38.56,44.6
P00000000879546252840760,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840760,6.5,90,1.239,5.72,5.5,38.6,86.5,P00000000879546252840760,88.6,33.4,53.7,38.35,37.7,44
P00000000879546252840761,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840761,7.8,88,1.285,5.18,5,38.7,87,P00000000879546252840761,56,22.1,30.3,42.18,39.46,24.9
P00000000879546252840762,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840762,7.3,87,1.271,5,6,35,85.3,P00000000879546252840762,51.5,20.5,30.2,40.43,39.81,22.8
P00000000879546252840763,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840763,7.1,87,1.274,4.66,5.9,35.6,85.1,P00000000879546252840763,73.7,24.7,45.6,35.14,33.51,35.5
P00000000879546252840764,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840764,6,91,1.195,6.02,8.5,34.3,83,P00000000879546252840764,71.2,26,42.9,37.74,36.52,34
P00000000879546252840765,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840765,6.7,88,1.235,5,7.1,34.6,83.8,P00000000879546252840765,98.9,41.5,55.3,42.87,41.96,45.1
P00000000879546252840766,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840766,6,88,1.239,4.63,6.3,39.6,85.1,P00000000879546252840766,102,35.5,65,35.32,34.8,51.9
P00000000879546252840767,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840767,7.2,88,1.191,5.1,6.5,39.4,85.9,P00000000879546252840767,87.4,32.3,53.4,37.69,36.96,43
P00000000879546252840768,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840768,6.6,88,1.226,5.14,5.8,40.8,85.1,P00000000879546252840768,88.4,34.2,53.8,38.86,38.69,43.5
P00000000879546252840769,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840769,6.9,89,1.265,5.66,5.3,36.1,86.3,P00000000879546252840769,101.4,39.2,59.7,39.64,38.66,49.9
P00000000879546252840770,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840770,6.9,89,1.195,5.62,6.2,34.8,85.6,P00000000879546252840770,81.7,32.2,48.6,39.85,39.41,41
P00000000879546252840771,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840771,5.5,89,1.321,5.13,4.7,37.3,86.2,P00000000879546252840771,97.8,37.7,57.7,39.52,38.55,48.8
P00000000879546252840772,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840772,6.7,89,1.243,5.48,6,33.9,86.1,P00000000879546252840772,81,30.4,48.7,38.43,37.53,39.4
P00000000879546252840773,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840773,7.4,88,1.192,5.26,6.2,35.5,86.6,P00000000879546252840773,84.8,32,50.7,38.69,37.74,41.2
P00000000879546252840774,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840774,8.4,88,1.221,5.6,5.3,36.3,87.2,P00000000879546252840774,70.7,23,46.3,33.19,32.53,39.2
P00000000879546252840775,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840775,6.2,90,1.207,5.7,5.4,39.6,86.3,P00000000879546252840775,109.9,40.7,67.4,37.65,37.03,53.6
P00000000879546252840776,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840776,6.4,88,1.264,4.99,6.2,33.3,84.8,P00000000879546252840776,110.2,40.2,68.1,37.12,36.48,55.2
P00000000879546252840777,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840777,5.4,90,1.185,5.65,7.7,37.2,83.5,P00000000879546252840777,78.1,31.3,45.8,40.6,40.08,34.7
P00000000879546252840778,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840778,6.2,89,1.256,5.15,5.2,40.9,87.4,P00000000879546252840778,92.2,34,57.1,37.32,36.88,46
P00000000879546252840779,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840779,6.4,88,1.26,4.99,6,37.7,85.8,P00000000879546252840779,109.1,40.6,65.8,38.16,37.21,53.3
P00000000879546252840780,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840780,6.3,88,1.204,4.79,7.3,36.2,83.8,P00000000879546252840780,92,36.2,53.7,40.27,39.35,41.6
P00000000879546252840781,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840781,7.9,86,1.16,4.41,6,38.8,85.3,P00000000879546252840781,70,27.7,38.3,41.97,39.57,30.8
P00000000879546252840782,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840782,6.2,91,1.259,6.3,6.2,32.5,85.1,P00000000879546252840782,56.5,24.5,30,44.95,43.36,23.7
P00000000879546252840783,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840783,6.4,88,1.302,4.94,5.4,37.8,87.2,P00000000879546252840783,107.4,35.7,70.2,33.71,33.24,57.2
P00000000879546252840784,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840784,,,,,,,,P00000000879546252840784,86.3,33.8,51.1,39.81,39.17,43.2
P00000000879546252840785,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840785,7.4,86,1.256,4.59,6.9,35.6,84.3,P00000000879546252840785,89.6,35.7,51,41.18,39.84,38.8
P00000000879546252840786,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840786,7.5,88,1.217,5.22,5.7,39.8,86.9,P00000000879546252840786,83.9,30.9,49.6,38.39,36.83,40.4
P00000000879546252840787,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840787,6.3,88,1.306,5.03,4.8,37.3,87.2,P00000000879546252840787,87.9,32.8,53.7,37.92,37.32,44.1
P00000000879546252840788,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840788,5.6,90,1.173,5.41,6.7,40,84,P00000000879546252840788,80.6,31.7,47.2,40.18,39.33,39.7
P00000000879546252840789,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840789,6.6,89,1.118,5.38,7.4,32.2,83.8,P00000000879546252840789,85.8,33.4,50.3,39.9,38.93,41
P00000000879546252840790,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840790,7.1,87,1.225,4.93,5.6,34,86.3,P00000000879546252840790,102.4,38.4,63.1,37.83,37.5,51.3
P00000000879546252840791,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840791,6.7,88,1.204,5.22,5.9,39.1,86,P00000000879546252840791,110.3,44,63.8,40.82,39.89,52.3
P00000000879546252840792,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840792,5.6,85,1.203,3.48,9.5,37.3,82.8,P00000000879546252840792,61,22.8,36.8,38.26,37.38,27.3
P00000000879546252840793,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840793,6.6,85,1.163,3.96,9,37.9,83.1,P00000000879546252840793,89.3,34.9,52.6,39.89,39.08,40.5
P00000000879546252840794,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840794,7,83,1.166,2.81,8.1,39.8,83.7,P00000000879546252840794,61.3,23.3,36.5,38.96,38.01,24.3
P00000000879546252840795,G13N005,G,14 04 EY CG GCBAGH-PELON_00076_00012_1_@_$,EY_11X458/06Z137:[&13].@$@$,11X458/06Z137,G13N005,P00000000879546252840795,7.6,87,1.169,4.65,7.2,39.8,84.6,P00000000879546252840795,78,32.9,44.8,42.34,42.18,31.6
P00000000879546252840796,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840796,6.1,88,1.303,5.09,5,37.1,85.4,P00000000879546252840796,84.8,30,52.7,36.28,35.38,38.6
P00000000879546252840797,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840797,7.2,89,1.256,5.39,6,38.3,85.7,P00000000879546252840797,79.8,29.7,48,38.22,37.22,35.6
P00000000879546252840798,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840798,7.4,89,1.244,5.55,5.5,37.2,85.2,P00000000879546252840798,78.3,32.2,44.4,42.04,41.12,35.1
P00000000879546252840799,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840799,5.5,89,1.245,5.05,8,34.6,82.5,P00000000879546252840799,79.9,28.9,48.4,37.39,36.17,36.8
P00000000879546252840800,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840800,8.6,87,1.149,5.1,5.6,32.6,86,P00000000879546252840800,60.4,22.3,37.3,37.42,36.92,29.8
P00000000879546252840801,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840801,6.9,85,1.248,3.94,6.7,36.5,84.8,P00000000879546252840801,52.8,19.9,32.1,38.27,37.69,23
P00000000879546252840802,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840802,6.2,87,1.213,4.68,7.2,37.1,84.8,P00000000879546252840802,44.6,16.7,27,38.22,37.44,20.7
P00000000879546252840803,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840803,5.6,88,1.314,4.61,5,37.5,85.2,P00000000879546252840803,85.4,31.7,51.6,38.06,37.12,42.3
P00000000879546252840804,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840804,6.4,88,1.312,5.01,4.5,39.5,86.8,P00000000879546252840804,75,31,42.2,42.35,41.33,34.3
P00000000879546252840805,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840805,6.7,89,1.278,5.36,5.2,37.1,85.7,P00000000879546252840805,95.5,36,56.5,38.92,37.7,46.6
P00000000879546252840806,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840806,6.2,89,1.28,5.43,5.5,37.8,85.3,P00000000879546252840806,53.8,15.5,30.6,33.62,28.81,24.6
P00000000879546252840807,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840807,5.8,89,1.288,5.21,5.4,37.4,85.8,P00000000879546252840807,75.9,29.2,45.5,39.09,38.47,35
P00000000879546252840808,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840808,6.8,89,1.337,5.6,4.3,39.3,87.5,P00000000879546252840808,63.1,23.2,37.7,38.1,36.77,27.7
P00000000879546252840809,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840809,6.4,87,1.351,4.81,4.4,34.1,86.3,P00000000879546252840809,85.8,29.6,56,34.58,34.5,42.2
P00000000879546252840810,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840810,6.5,89,1.291,5.44,5.5,36.9,86.3,P00000000879546252840810,63.1,24.9,36.5,40.55,39.46,28.3
P00000000879546252840811,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840811,5.6,88,1.257,4.79,6.6,33.6,83.8,P00000000879546252840811,74.1,27.3,44.3,38.13,36.84,35.1
P00000000879546252840812,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840812,5.7,89,1.327,5.24,4.5,37.7,86.1,P00000000879546252840812,84.4,30.1,52,36.66,35.66,39.7
P00000000879546252840813,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840813,6.5,90,1.244,5.74,5.6,39.8,86.7,P00000000879546252840813,52.4,17.5,34.2,33.85,33.4,26.6
P00000000879546252840814,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840814,5.9,89,1.25,5.24,5.9,36.2,85.6,P00000000879546252840814,42,16,24.6,39.41,38.1,18.8
P00000000879546252840815,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840815,5.7,89,1.263,5.39,6.6,36.3,84.2,P00000000879546252840815,54.1,20.2,32.8,38.11,37.34,24.9
P00000000879546252840816,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840816,4.8,89,1.391,4.9,4.4,40.9,86.8,P00000000879546252840816,84.1,28.6,53.1,35.01,34.01,42.8
P00000000879546252840817,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840817,6.4,89,1.22,5.62,7,34.4,85.1,P00000000879546252840817,87.5,33.1,52,38.9,37.83,36.7
P00000000879546252840818,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840818,6.2,88,1.334,4.82,5,35,85,P00000000879546252840818,66,21.6,42.4,33.75,32.73,34.7
P00000000879546252840819,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840819,7.4,88,1.28,5.27,5.3,37,85.8,P00000000879546252840819,54.9,23.2,30.4,43.28,42.26,23.1
P00000000879546252840820,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840820,7.9,89,1.196,5.81,6.3,33.4,84.8,P00000000879546252840820,56.5,21.4,33.9,38.7,37.88,25
P00000000879546252840821,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840821,6.5,88,1.312,5.04,5.1,35,84.8,P00000000879546252840821,84.3,36,46.2,43.8,42.7,34.5
P00000000879546252840822,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840822,6.1,90,1.257,5.53,6,38.3,85.3,P00000000879546252840822,95.8,34.8,59.4,36.94,36.33,45.3
P00000000879546252840823,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840823,6.2,89,1.304,5.14,4.9,36.8,85.8,P00000000879546252840823,86.4,30.7,54,36.25,35.53,41.8
P00000000879546252840824,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840824,6.1,89,1.296,5.15,4.9,37.3,86.5,P00000000879546252840824,68.5,23.3,42.5,35.41,34.01,32.7
P00000000879546252840825,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840825,6,88,1.346,4.92,4.6,38.4,85.8,P00000000879546252840825,87.1,31.1,54.2,36.46,35.71,44.4
P00000000879546252840826,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840826,6.1,88,1.262,4.8,5.7,35,84.3,P00000000879546252840826,86.7,34.6,50.1,40.85,39.91,39.6
P00000000879546252840827,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840827,5.6,87,1.324,4.48,5,37.5,84.6,P00000000879546252840827,78.1,25.2,46.4,35.2,32.27,36.6
P00000000879546252840828,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840828,6.9,88,1.22,5.19,6.5,30.6,84.5,P00000000879546252840828,80.5,28,49.2,36.27,34.78,40.7
P00000000879546252840829,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840829,6,88,1.287,4.89,5.4,36.1,84.8,P00000000879546252840829,77.2,31.6,43.3,42.19,40.93,35.8
P00000000879546252840830,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840830,6.7,89,1.3,5.43,4.9,37.4,86,P00000000879546252840830,74.4,29.3,43.7,40.14,39.38,36
P00000000879546252840831,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840831,5.5,88,1.314,4.9,4.9,34.7,84.6,P00000000879546252840831,67,24.9,40,38.37,37.16,30.6
P00000000879546252840832,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840832,6.6,88,1.302,4.98,4.8,36.9,86.8,P00000000879546252840832,74,28.6,43.9,39.45,38.65,31.2
P00000000879546252840833,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840833,6,89,1.203,5.2,9.8,34.8,83.5,P00000000879546252840833,57.9,20.8,35,37.28,35.92,28.6
P00000000879546252840834,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840834,5.3,90,1.291,5.46,5.2,37,84.4,P00000000879546252840834,68,29.1,38,43.37,42.79,29.6
P00000000879546252840835,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840835,6.8,88,1.184,5.32,6.7,32.3,82.7,P00000000879546252840835,45.5,17.3,27.1,38.96,38.02,21.3
P00000000879546252840836,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840836,6.8,87,1.286,4.73,5,35.8,85.8,P00000000879546252840836,94.6,33,60,35.48,34.88,46.6
P00000000879546252840837,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840837,5.9,89,1.274,5.38,7.2,38.8,83.8,P00000000879546252840837,76.6,29.8,47.3,38.65,38.9,34.6
P00000000879546252840838,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840838,6.1,90,1.227,5.53,7.5,35.9,85.1,P00000000879546252840838,65.3,24.8,38.3,39.3,37.98,28.5
P00000000879546252840839,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840839,6,90,1.275,5.4,5.1,42.4,85.6,P00000000879546252840839,42.1,14.3,25.6,35.84,33.97,18.3
P00000000879546252840840,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840840,5.8,88,1.291,5.05,5.6,34.5,83.6,P00000000879546252840840,81.5,32,49.2,39.41,39.26,40.1
P00000000879546252840841,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840841,5.3,90,1.23,5.29,7.8,36.5,82.7,P00000000879546252840841,81.3,32.9,45.4,42.02,40.47,36.2
P00000000879546252840842,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840842,6.8,88,1.252,5.11,5.6,36,86.3,P00000000879546252840842,48.8,18.1,29.4,38.11,37.09,21.3
P00000000879546252840843,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840843,7.4,88,1.258,5.28,5.5,32.9,86.1,P00000000879546252840843,62.1,23.9,36.3,39.7,38.49,28.4
P00000000879546252840844,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840844,4.4,86,1.331,3.62,4.9,35.4,82.1,P00000000879546252840844,57.5,21.7,34.5,38.61,37.74,23.7
P00000000879546252840845,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840845,5.2,89,1.319,4.85,4.6,36.5,84.9,P00000000879546252840845,75,27.1,46.3,36.92,36.13,37
P00000000879546252840846,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840846,7,88,1.242,5.1,6.3,35.1,84,P00000000879546252840846,60.4,22.3,36,38.25,36.92,28.1
P00000000879546252840847,G13N007,G,14 04 EY CG GCBAGH-PELON_00051_00012_1_@_$,EY_11X458/10Y0271:[&3].@$@$,11X458/10Y0271,G13N007,P00000000879546252840847,7.2,89,1.169,5.57,5.8,34,84.6,P00000000879546252840847,79.8,32.1,46.3,40.94,40.23,36.2
